,y_test,y_pred,residual
2940,461,101946.86804878247,-101485.86804878247
2931,261,102006.19751933611,-101745.19751933611
4805,585,102011.1389754532,-101426.1389754532
5883,935,102015.95931417006,-101080.95931417006
4957,765,102018.41477374182,-101253.41477374182
5074,1000,102037.21963646075,-101037.21963646075
5719,806,102137.87654432285,-101331.87654432285
5215,2500,102219.88897859432,-99719.88897859432
4903,421,102287.90780219687,-101866.90780219687
3330,897,102288.51697871927,-101391.51697871927
3837,253,102336.14006642465,-102083.14006642465
4857,1467,102351.3964354051,-100884.3964354051
1114,486,102414.72139543065,-101928.72139543065
2031,3518,102424.05444426359,-98906.05444426359
1779,1325,102538.16566657211,-101213.16566657211
4488,707,102543.10332323742,-101836.10332323742
4695,704,102545.27011161005,-101841.27011161005
2974,1252,102565.70010373574,-101313.70010373574
3173,606,102598.44373449893,-101992.44373449893
1527,1990,102625.26395415307,-100635.26395415307
5181,2403,102638.23735950334,-100235.23735950334
1631,436,102725.28315231028,-102289.28315231028
5174,779,102905.9407052949,-102126.9407052949
4896,230,102986.65823681258,-102756.65823681258
3327,969,103136.25219411,-102167.25219411
5838,691,103148.17174275326,-102457.17174275326
3833,340,103177.27902733894,-102837.27902733894
4653,592,103359.79128812716,-102767.79128812716
1620,1501,103376.43771096048,-101875.43771096048
4142,1339,103513.21595077777,-102174.21595077777
3644,1213,103528.13614720984,-102315.13614720984
4000,600,103639.79599586679,-103039.79599586679
3427,2586,103767.13170642772,-101181.13170642772
6266,609,103811.07103829707,-103202.07103829707
1389,813,104015.66911183235,-103202.66911183235
800,799,104108.1488416915,-103309.1488416915
2184,830,104135.45228658707,-103305.45228658707
1166,690,104149.99644524393,-103459.99644524393
3991,3457,104160.4753329375,-100703.4753329375
4463,829,104199.18200368328,-103370.18200368328
2685,720,104275.23622696436,-103555.23622696436
2366,1200,104335.49638715247,-103135.49638715247
4420,1189,104391.61043419054,-103202.61043419054
5743,1109,104415.03674484981,-103306.03674484981
5857,736,104442.6148075979,-103706.6148075979
1286,800,104446.54357152552,-103646.54357152552
2386,1200,104554.31066116999,-103354.31066116999
2569,1800,104604.27229551552,-102804.27229551552
5515,771,104700.8438820507,-103929.8438820507
2726,600,104759.38630973191,-104159.38630973191
680,2119,104829.7689650644,-102710.7689650644
1576,450,104856.79045243544,-104406.79045243544
3601,910,104874.7702926238,-103964.7702926238
710,760,104934.13129773721,-104174.13129773721
3754,434,104993.08524977061,-104559.08524977061
4548,800,105020.70268943495,-104220.70268943495
2317,3252,105168.48992271305,-101916.48992271305
3826,941,105213.46207505144,-104272.46207505144
4578,396,105231.76710082064,-104835.76710082064
4445,880,105310.48984922786,-104430.48984922786
1981,320,105352.96021523532,-105032.96021523532
372,649,105357.83412157606,-104708.83412157606
4764,980,105395.22395481654,-104415.22395481654
2155,786,105458.27614929483,-104672.27614929483
1486,722,105551.1654798213,-104829.1654798213
4665,500,105624.91297504744,-105124.91297504744
4080,554,105686.5192712793,-105132.5192712793
141,1651,105722.61739051902,-104071.61739051902
3842,557,105743.8160187209,-105186.8160187209
6084,850,105813.57681178863,-104963.57681178863
5469,1569,105923.82409155514,-104354.82409155514
5683,325,105985.85102194973,-105660.85102194973
4956,890,106025.85459631021,-105135.85459631021
386,641,106031.79137508548,-105390.79137508548
6209,2299,106049.0217297876,-103750.0217297876
2396,854,106059.23472479043,-105205.23472479043
1567,1367,106100.91213400359,-104733.91213400359
4436,470,106100.93555387377,-105630.93555387377
1036,2057,106121.06831401681,-104064.06831401681
5657,606,106153.82971164992,-105547.82971164992
4084,550,106155.91781561998,-105605.91781561998
4339,1618,106245.15687974005,-104627.15687974005
3737,1331,106280.65272183975,-104949.65272183975
3233,1623,106338.05288021396,-104715.05288021396
429,330,106418.09984208146,-106088.09984208146
3264,1000,106502.72441065185,-105502.72441065185
114,2469,106518.10255269619,-104049.10255269619
5408,849,106627.21125788901,-105778.21125788901
2065,1400,106628.21775805381,-105228.21775805381
702,831,106718.47049693484,-105887.47049693484
3179,927,106760.40395222686,-105833.40395222686
2131,580,106775.76604697948,-106195.76604697948
969,880,106932.91444876498,-106052.91444876498
4837,1086,106939.85799521422,-105853.85799521422
3207,974,106980.87460714889,-106006.87460714889
1917,341,106999.93846245877,-106658.93846245877
5122,695,107000.99682506525,-106305.99682506525
5717,950,107019.46876659055,-106069.46876659055
4192,500,107057.48975417308,-106557.48975417308
5681,678,107179.16457948033,-106501.16457948033
3400,2000,107226.30359949304,-105226.30359949304
3952,4721,107269.18090137736,-102548.18090137736
3031,617,107375.87884637594,-106758.87884637594
3253,520,107412.09027467475,-106892.09027467475
6185,1279,107424.65169291082,-106145.65169291082
5171,1150,107432.31869051438,-106282.31869051438
3633,950,107464.84507334723,-106514.84507334723
5673,2140,107570.80558059167,-105430.80558059167
1093,360,107618.99860441068,-107258.99860441068
2471,1086,107628.78247189592,-106542.78247189592
952,360,107674.83152631475,-107314.83152631475
6250,990,107724.36128512758,-106734.36128512758
4856,760,107727.12950684986,-106967.12950684986
6107,1750,107732.61764686549,-105982.61764686549
1215,1100,107777.16233693552,-106677.16233693552
613,1367,107823.52034938363,-106456.52034938363
2122,2398,107829.51245564151,-105431.51245564151
2863,1679,107837.2724754129,-106158.2724754129
4646,569,107879.19461549318,-107310.19461549318
5153,656,107899.64112650025,-107243.64112650025
3135,2786,107933.36656742026,-105147.36656742026
4429,1002,107990.66404803077,-106988.66404803077
5084,1900,108011.64775209296,-106111.64775209296
570,2330,108060.88062742208,-105730.88062742208
1184,1904,108129.4766547324,-106225.4766547324
3574,2037,108177.22055472007,-106140.22055472007
4402,1100,108244.88909099938,-107144.88909099938
1634,1559,108328.0836636551,-106769.0836636551
5379,1599,108340.44866465569,-106741.44866465569
2738,1714,108405.07718885357,-106691.07718885357
6232,759,108472.69985175668,-107713.69985175668
3352,1019,108529.38990552863,-107510.38990552863
537,1253,108545.89659940681,-107292.89659940681
914,521,108548.4280835513,-108027.4280835513
5622,1781,108551.690219076,-106770.690219076
1563,400,108560.4946650244,-108160.4946650244
1927,900,108703.51277432738,-107803.51277432738
2955,1924,108745.22306254347,-106821.22306254347
4019,590,108815.87159251474,-108225.87159251474
3659,971,108828.31530389928,-107857.31530389928
3151,399,108831.55815748037,-108432.55815748037
5233,657,108904.2976240448,-108247.2976240448
4467,471,108916.29062616332,-108445.29062616332
3923,450,108991.64890133576,-108541.64890133576
2228,4197,109000.42692330445,-104803.42692330445
4029,1014,109016.27166025976,-108002.27166025976
2057,1350,109042.68681004674,-107692.68681004674
251,786,109112.23105620337,-108326.23105620337
5762,260,109197.55978152681,-108937.55978152681
3756,1303,109245.33208476692,-107942.33208476692
5539,1375,109370.9336411216,-107995.9336411216
715,525,109394.68861457,-108869.68861457
5117,1057,109473.9689290456,-108416.9689290456
2487,1100,109518.09722480888,-108418.09722480888
2045,850,109581.74880731523,-108731.74880731523
3276,1324,109607.32580692996,-108283.32580692996
224,1390,109778.84069543939,-108388.84069543939
181,2574,109830.95018021026,-107256.95018021026
351,2300,109833.80572642486,-107533.80572642486
51,370,109855.40375328758,-109485.40375328758
2823,190,109876.7308222825,-109686.7308222825
1924,729,109914.32453676955,-109185.32453676955
102,2837,109931.88933800734,-107094.88933800734
1715,636,109940.02340742295,-109304.02340742295
1516,823,110082.52529389206,-109259.52529389206
1427,2085,110092.44408269758,-108007.44408269758
6258,1614,110195.44196008658,-108581.44196008658
893,329,110199.74301103194,-109870.74301103194
5998,450,110318.6020963319,-109868.6020963319
1370,896,110449.22209411896,-109553.22209411896
3057,777,110449.90601038802,-109672.90601038802
1895,1609,110597.01448508227,-108988.01448508227
4680,700,110612.46529288178,-109912.46529288178
146,1350,110683.91883901779,-109333.91883901779
4944,2880,110695.52889688664,-107815.52889688664
6114,1458,110807.09749032193,-109349.09749032193
5046,594,110889.11009255801,-110295.11009255801
1352,1372,111011.09615969498,-109639.09615969498
2821,395,111011.76574710647,-110616.76574710647
4949,493,111065.94264762402,-110572.94264762402
934,1250,111097.0413260975,-109847.0413260975
3273,549,111099.78120659747,-110550.78120659747
1003,350,111100.58564819193,-110750.58564819193
1574,2105,111108.61822502749,-109003.61822502749
3674,532,111112.27392590078,-110580.27392590078
1262,1835,111119.53266744976,-109284.53266744976
5114,779,111130.2075808904,-110351.2075808904
4668,412,111216.53013573622,-110804.53013573622
5834,350,111278.10079950491,-110928.10079950491
2670,1100,111416.32392218611,-110316.32392218611
2989,884,111425.06110812287,-110541.06110812287
4600,660,111429.82540711513,-110769.82540711513
3176,550,111438.5375283832,-110888.5375283832
2703,2182,111445.30329421301,-109263.30329421301
5931,1172,111474.7732650094,-110302.7732650094
1385,1428,111487.56439184771,-110059.56439184771
4045,509,111510.9732636496,-111001.9732636496
2022,2428,111545.91673555023,-109117.91673555023
116,730,111557.51285383519,-110827.51285383519
2244,300,111587.3546459159,-111287.3546459159
2727,250,111689.23730540903,-111439.23730540903
5552,900,111714.90240644579,-110814.90240644579
725,500,111776.94293732475,-111276.94293732475
1009,3044,111888.15824279928,-108844.15824279928
1327,960,111918.09842987345,-110958.09842987345
1483,415,111931.782113566,-111516.782113566
970,422,111961.40035411532,-111539.40035411532
2661,1314,112013.5755657825,-110699.5755657825
5434,480,112083.29238279916,-111603.29238279916
1788,743,112227.04196680777,-111484.04196680777
6176,850,112295.13934030598,-111445.13934030598
4522,976,112324.57083746458,-111348.57083746458
3480,538,112365.37327827139,-111827.37327827139
5082,433,112398.9503142509,-111965.9503142509
1014,1671,112429.49438522258,-110758.49438522258
2024,1300,112483.40530679296,-111183.40530679296
3688,299,112521.50961131783,-112222.50961131783
935,235,112747.72660532902,-112512.72660532902
392,950,112766.69146808062,-111816.69146808062
4370,590,112774.7530763231,-112184.7530763231
4024,1354,112791.23463421574,-111437.23463421574
3907,1314,112835.80552219941,-111521.80552219941
568,1471,112890.71108595062,-111419.71108595062
2020,702,112911.54793998631,-112209.54793998631
826,1423,112981.05816215352,-111558.05816215352
4928,586,112995.59624952929,-112409.59624952929
1176,820,113009.86793990745,-112189.86793990745
1498,520,113022.22965058313,-112502.22965058313
4206,274,113036.7179775838,-112762.7179775838
5518,403,113119.33120176177,-112716.33120176177
466,718,113148.94234618163,-112430.94234618163
6078,2287,113177.03506387012,-110890.03506387012
2730,420,113224.36674491967,-112804.36674491967
279,1257,113229.40069716476,-111972.40069716476
1293,876,113250.16327637646,-112374.16327637646
182,1022,113281.95927820158,-112259.95927820158
4980,800,113347.26341041012,-112547.26341041012
1605,600,113360.6495990856,-112760.6495990856
2571,1103,113406.02918857822,-112303.02918857822
2062,349,113472.09699067916,-113123.09699067916
2084,450,113520.50321823562,-113070.50321823562
2476,480,113525.38870663675,-113045.38870663675
734,1296,113576.61643029831,-112280.61643029831
2210,832,113579.63954176896,-112747.63954176896
132,800,113609.06128949142,-112809.06128949142
5613,470,113626.78851477163,-113156.78851477163
2968,489,113636.47148661365,-113147.47148661365
5787,1199,113640.00532374956,-112441.00532374956
5836,255,113655.29186194148,-113400.29186194148
4013,1523,113671.38373513888,-112148.38373513888
696,1334,113677.67482115298,-112343.67482115298
5375,686,113711.23787407864,-113025.23787407864
1066,2000,113726.51616272,-111726.51616272
4455,1176,113736.14130597466,-112560.14130597466
5080,445,113844.19898310755,-113399.19898310755
4700,810,113848.06892075799,-113038.06892075799
5753,350,113863.88893121142,-113513.88893121142
3160,967,113869.81422421624,-112902.81422421624
1337,701,113924.27399500798,-113223.27399500798
3409,1099,113946.8376535825,-112847.8376535825
2671,379,114004.66398405391,-113625.66398405391
2071,280,114042.2985606869,-113762.2985606869
2494,545,114083.22595342628,-113538.22595342628
2352,1469,114112.65815436095,-112643.65815436095
1712,1813,114153.52677641598,-112340.52677641598
4947,416,114158.98791651882,-113742.98791651882
3572,1301,114180.35593367873,-112879.35593367873
6211,899,114216.36198993666,-113317.36198993666
1020,450,114245.65292430975,-113795.65292430975
2238,1010,114255.68146366638,-113245.68146366638
5003,1965,114256.71889897062,-112291.71889897062
4025,400,114309.44874319751,-113909.44874319751
540,400,114321.96533557521,-113921.96533557521
3669,2500,114341.56874555425,-111841.56874555425
2404,1087,114354.80179659119,-113267.80179659119
3203,1186,114408.47532860345,-113222.47532860345
2461,1090,114434.78689237378,-113344.78689237378
2089,1110,114445.70666554106,-113335.70666554106
1369,268,114477.92127465333,-114209.92127465333
962,721,114490.15460554854,-113769.15460554854
4907,1099,114520.49872533345,-113421.49872533345
1604,892,114527.08734082135,-113635.08734082135
4388,1200,114541.622930134,-113341.622930134
6215,580,114580.64405015725,-114000.64405015725
888,2886,114587.21677835751,-111701.21677835751
6051,1680,114590.78012579186,-112910.78012579186
4351,666,114604.05015520075,-113938.05015520075
2599,624,114618.81730975007,-113994.81730975007
2611,1513,114630.14243929676,-113117.14243929676
3668,486,114647.98752869353,-114161.98752869353
1144,710,114663.69313214158,-113953.69313214158
1738,1097,114759.09547890509,-113662.09547890509
1607,1198,114808.84285238173,-113610.84285238173
5568,613,114817.74877116136,-114204.74877116136
3732,2246,114878.58052108738,-112632.58052108738
1629,434,114906.05769321499,-114472.05769321499
2522,450,114948.23255854979,-114498.23255854979
5576,608,114994.35641964641,-114386.35641964641
273,700,114997.47169266886,-114297.47169266886
4279,1390,115008.98661500978,-113618.98661500978
3835,620,115079.38706379136,-114459.38706379136
2226,3800,115080.71348657217,-111280.71348657217
548,400,115097.33131105051,-114697.33131105051
2758,1929,115126.56888351614,-113197.56888351614
3339,2373,115146.40939316273,-112773.40939316273
1010,1313,115155.4685556961,-113842.4685556961
1973,190,115207.648658754,-115017.648658754
4324,649,115213.80331778164,-114564.80331778164
9,1322,115281.61827556307,-113959.61827556307
1975,1499,115316.15509619542,-113817.15509619542
3258,802,115370.51869097128,-114568.51869097128
2181,1099,115380.1511802027,-114281.1511802027
872,645,115382.87251850053,-114737.87251850053
5039,862,115444.33943641445,-114582.33943641445
